time_min,temperature_c,nominal_position_mm,measured_position_mm,position_error_um,drift_component_um,noise_component_um,estimated_drift_um,compensated_error_um,compensated_position_mm,drift_trend_um,within_tolerance_before,within_tolerance_after
0.0,20.0,100.0,100.00017384995355,0.17384995355393143,0.0,0.17384995355393143,0.0,0.17384995355393143,100.00017384995355,0.1748836515691452,True,True
0.24048096192384769,20.010821295614704,100.0,99.99997866073363,-0.021339266373154024,0.0270532390367606,-0.048392505409914625,0.0270532390367606,-0.048392505409914625,99.9999516074946,0.19224709045356989,True,True
0.48096192384769537,20.02164050543946,100.0,100.00028079225193,0.2807922519338939,0.05410126359865153,0.22669098833524234,0.05410126359865153,0.22669098833524237,100.00022669098834,0.20961052933799457,True,True
0.721442885771543,20.032455544890496,100.0,100.00061419931197,0.6141993119690488,0.0811388622262399,0.5330604497428089,0.0811388622262399,0.5330604497428089,100.00053306044974,0.22697396822241928,True,True
0.9619238476953907,20.043264331795704,100.0,100.00002620714834,0.0262071483360935,0.10816082948926109,-0.08195368115316759,0.10816082948926109,-0.08195368115316759,99.99991804631885,0.24433740710684393,True,True
1.2024048096192383,20.0540647875987,100.0,100.00005321403407,0.053214034064539964,0.13516196899675315,-0.08194793493221318,0.13516196899675315,-0.08194793493221318,99.99991805206507,0.26170084599126864,True,True
1.442885771543086,20.06485483856086,100.0,100.00071486158183,0.7148615818297333,0.16213709640214624,0.552724485427587,0.16213709640214624,0.552724485427587,100.00055272448543,0.27906428487569335,True,True
1.6833667334669338,20.075632416960474,100.0,100.00045768319761,0.45768319760470266,0.18908104240118462,0.26860215520351804,0.18908104240118462,0.26860215520351804,100.0002686021552,0.296427723760118,True,True
1.9238476953907815,20.08639546228853,100.0,100.00005167262064,0.05167262064408876,0.21598865572132198,-0.16431603507723322,0.21598865572132198,-0.16431603507723322,99.99983568396492,0.31379116264454265,True,True
2.164328657314629,20.097141922440226,100.0,100.00043275082136,0.4327508213556529,0.2428548061005653,0.18989601525508762,0.2428548061005653,0.1898960152550876,100.00018989601526,0.33115460152896736,True,True
2.4048096192384767,20.107869754901703,100.0,100.00010747819476,0.10747819476989551,0.2696743872542573,-0.1621961924843618,0.2696743872542573,-0.1621961924843618,99.99983780380751,0.34851804041339207,True,True
2.6452905811623246,20.11857692793117,100.0,100.00013343690608,0.13343690607833322,0.29644231982792313,-0.1630054137495899,0.29644231982792313,-0.1630054137495899,99.99983699458625,0.3658814792978168,True,True
2.885771543086172,20.129261421733837,100.0,100.00040784034938,0.40784034938270397,0.32315355433459203,0.08468679504811194,0.32315355433459203,0.08468679504811194,100.00008468679505,0.38324491818224143,True,True
3.12625250501002,20.13992122962992,100.0,99.99968015498844,-0.31984501155543,0.34980307407479927,-0.6696480856302293,0.34980307407479927,-0.6696480856302293,99.99933035191437,0.40060835706666614,True,True
3.3667334669338675,20.150554359215093,100.0,99.99977266465666,-0.22733534334182925,0.37638589803773215,-0.6037212413795614,0.37638589803773215,-0.6037212413795614,99.99939627875862,0.4179717959510908,True,True
3.6072144288577155,20.161158833512626,100.0,100.00020609644855,0.20609644854722553,0.40289708378156597,-0.19680063523434044,0.40289708378156597,-0.19680063523434044,99.99980319936476,0.4353352348355155,True,True
3.847695390781563,20.171732692116674,100.0,100.00007484083818,0.07484083817463605,0.42933173029168437,-0.3544908921170483,0.42933173029168437,-0.3544908921170483,99.99964550910788,0.45269867371994016,True,True
4.0881763527054105,20.182273992325914,100.0,100.00056567154722,0.5656715472231314,0.4556849808147856,0.10998656640834585,0.4556849808147856,0.10998656640834581,100.00010998656641,0.47006211260436487,True,True
4.328657314629258,20.192780810267006,100.0,100.00016414359924,0.16414359923509203,0.4819520256675158,-0.3178084264324238,0.4819520256675158,-0.3178084264324238,99.99968219157357,0.4874255514887896,True,True
4.569138276553106,20.203251242007113,100.0,100.00001382180955,0.013821809550430164,0.5081281050177822,-0.494306295467352,0.5081281050177822,-0.494306295467352,99.99950569370453,0.5047889903732143,True,True
4.809619238476953,20.213683404654915,100.0,100.00104718558076,1.0471855807598325,0.5342085116372886,0.5129770691225439,0.5342085116372886,0.5129770691225439,100.00051297706912,0.5221524292576389,True,True
5.050100200400801,20.22407543744947,100.0,100.00048116688845,0.48116688845339084,0.5601885936236783,-0.07902170517028748,0.5601885936236783,-0.0790217051702875,99.99992097829482,0.5395158681420635,True,True
5.290581162324649,20.234425502836253,100.0,100.00060969862874,0.6096986287314047,0.5860637570906313,0.023634871640773342,0.5860637570906313,0.02363487164077338,100.00002363487164,0.5568793070264884,True,True
5.531062124248497,20.24473178752977,100.0,100.00011316760364,0.11316760364971318,0.611829468824423,-0.49866186517470984,0.611829468824423,-0.49866186517470984,99.99950133813482,0.574242745910913,True,True
5.771543086172344,20.254992503562164,100.0,100.00044694730532,0.44694730532159627,0.6374812589054102,-0.19053395358381392,0.6374812589054102,-0.19053395358381392,99.99980946604641,0.5916061847953377,True,True
6.012024048096192,20.26520588931717,100.0,100.00070183762969,0.701837629691376,0.6630147232929229,0.03882290639845313,0.6630147232929229,0.038822906398453094,100.0000388229064,0.6089696236797624,True,True
6.25250501002004,20.27537021054881,100.0,100.00028557777428,0.28557777427422143,0.6884255263720274,-0.40284775209780593,0.6884255263720274,-0.40284775209780593,99.9995971522479,0.6263330625641871,True,True
6.492985971943887,20.28548376138429,100.0,100.00084520370989,0.8452037098817146,0.7137094034607294,0.13149430642098517,0.7137094034607294,0.13149430642098514,100.00013149430642,0.6436965014486117,True,True
6.733466933867735,20.295544865310486,100.0,100.0005286386218,0.5286386218046332,0.7388621632762149,-0.21022354147158173,0.7388621632762149,-0.21022354147158173,99.99978977645853,0.6610599403330364,True,True
6.973947895791583,20.30555187614342,100.0,100.00066178687793,0.6617868779308996,0.7638796903585465,-0.10209281242764687,0.7638796903585465,-0.1020928124276469,99.99989790718757,0.6784233792174611,True,True
7.214428857715431,20.315503178980244,100.0,100.00057816063317,0.5781606331703201,0.788757947450609,-0.2105973142802889,0.788757947450609,-0.21059731428028894,99.99978940268572,0.6957868181018858,True,True
7.454909819639278,20.325397191133096,100.0,100.0014617903424,1.4617903424108674,0.8134929778327393,0.6482973645781281,0.8134929778327393,0.648297364578128,100.00064829736458,0.7131502569863104,True,True
7.695390781563126,20.335232363044348,100.0,100.00083335687896,0.8333568789525928,0.8380809076108697,-0.004724028658276872,0.8380809076108697,-0.004724028658276924,99.99999527597134,0.7305136958707351,True,True
7.935871743486974,20.345007179182684,100.0,100.00049231912283,0.492319122822144,0.8625179479567091,-0.3701988251345651,0.8625179479567091,-0.3701988251345651,99.99962980117486,0.7478771347551598,True,True
